County	Contest	Candidate	CountyVotes	CountyPercent	StateVotes	StatePercent 
Brown	Supreme Court Justice- 01	Carol A. Beier -  YES	2117	56	603487	56 
Brown	Supreme Court Justice- 01	Carol A. Beier - NO	1664	44	471746	44 
Brown	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Brown	Supreme Court Justice- 02	Dan Biles -  YES	2104	56	593419	56 
Brown	Supreme Court Justice- 02	Dan Biles - NO	1661	44	475709	45 
Brown	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Brown	Supreme Court Justice- 03	Lawton R. Nuss -  YES	2096	56	589756	55 
Brown	Supreme Court Justice- 03	Lawton R. Nuss - NO	1677	44	477811	45 
Brown	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Brown	Supreme Court Justice- 05	Marla Luckert -  YES	2119	56	596888	56 
Brown	Supreme Court Justice- 05	Marla Luckert - NO	1640	44	469735	44 
Brown	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Brown	Supreme Court Justice- 07	Caleb Stegall -  YES	2736	73	755545	71 
Brown	Supreme Court Justice- 07	Caleb Stegall - NO	1025	27	310988	29 
Brown	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Brown	Court of Appeals Judge- 02	Steve Leben -  YES	2187	59	617131	60 
Brown	Court of Appeals Judge- 02	Steve Leben - NO	1507	41	416193	40 
Brown	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Brown	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	2123	58	611319	59 
Brown	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	1535	42	418095	41 
Brown	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Brown	Court of Appeals Judge- 06	David E. Bruns -  YES	2711	73	741207	72 
Brown	Court of Appeals Judge- 06	David E. Bruns - NO	983	27	289276	28 
Brown	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Brown	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	2139	58	609239	59 
Brown	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	1531	42	418119	41 
Brown	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Brown	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	2158	59	619984	60 
Brown	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	1518	41	407733	40 
Brown	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Brown	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	2751	74	747292	73 
Brown	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	952	26	281959	27 
Brown	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Brown	Constitutional Amendment	Constitutional Amendment -  YES	3434	88	914850	81 
Brown	Constitutional Amendment	Constitutional Amendment - NO	481	12	210123	19 
Butler	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Butler	President / Vice President	i-Jill Stein	390	1	22698	2 
Butler	President / Vice President	D-Hillary Rodham Clinton	6489	24	414788	36 
Butler	President / Vice President	L-Gary Johnson	1391	5	53648	5 
Butler	President / Vice President	R-Donald J. Trump	18781	69	656009	57 
Butler	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Butler	United States Senate	D-Patrick Wiesner	5845	22	368672	32 
Butler	United States Senate	L-Robert D. Garrard	1868	7	63428	6 
Butler	United States Senate	R-Jerry Moran	19429	72	716661	62 
Butler	United States House of Representatives 004	Candidate	CountyVotes	County	StateVotes	State 
Butler	United States House of Representatives 004	i-Miranda Allen	1503	6	18358	7 
Butler	United States House of Representatives 004	D-Daniel B. Giroux	6114	22	78822	29 
Butler	United States House of Representatives 004	L-Gorden J. Bakken	788	3	7420	3 
Butler	United States House of Representatives 004	R-Michael Pompeo	18854	69	163406	61 
Butler	Kansas Senate 014	Candidate	CountyVotes	County	StateVotes	State 
Butler	Kansas Senate 014	D-Mark Pringle	2481	23	7620	27 
Butler	Kansas Senate 014	R-Bruce Givens	8502	77	20551	73 
Butler	Kansas Senate 016	Candidate	CountyVotes	County	StateVotes	State 
Butler	Kansas Senate 016	D-Gabriel Costilla	5199	33	11277	35 
Butler	Kansas Senate 016	R-Ty Masterson	10593	67	20635	65 
Butler	Kansas House of Representatives 012	Candidate	CountyVotes	County	StateVotes	State 
Butler	Kansas House of Representatives 012	D-Jean Kurtis Schodorf	654	33	2746	30 
Butler	Kansas House of Representatives 012	R-Doug Blex	1328	67	6336	70 
Butler	Kansas House of Representatives 072	Candidate	CountyVotes	County	StateVotes	State 
Butler	Kansas House of Representatives 072	D-Tim Hodge	89	27	4881	51 
Butler	Kansas House of Representatives 072	R-Marc Rhoades	236	73	4646	49 
Butler	Kansas House of Representatives 085	Candidate	CountyVotes	County	StateVotes	State 
Butler	Kansas House of Representatives 085	D-Patty Beamer	327	28	4331	39 
Butler	Kansas House of Representatives 085	R-Chuck Weber	853	72	6924	62 
Butler	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Butler	Supreme Court Justice- 01	Carol A. Beier -  YES	12705	48	603487	56 
Butler	Supreme Court Justice- 01	Carol A. Beier - NO	13680	52	471746	44 
Butler	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Butler	Supreme Court Justice- 02	Dan Biles -  YES	12711	48	593419	56 
Butler	Supreme Court Justice- 02	Dan Biles - NO	13649	52	475709	45 
Butler	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Butler	Supreme Court Justice- 03	Lawton R. Nuss -  YES	12614	48	589756	55 
Butler	Supreme Court Justice- 03	Lawton R. Nuss - NO	13744	52	477811	45 
Butler	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Butler	Supreme Court Justice- 05	Marla Luckert -  YES	12669	48	596888	56 
Butler	Supreme Court Justice- 05	Marla Luckert - NO	13677	52	469735	44 
Butler	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Butler	Supreme Court Justice- 07	Caleb Stegall -  YES	18476	70	755545	71 
Butler	Supreme Court Justice- 07	Caleb Stegall - NO	7849	30	310988	29 
Butler	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Butler	Court of Appeals Judge- 02	Steve Leben -  YES	13891	55	617131	60 
Butler	Court of Appeals Judge- 02	Steve Leben - NO	11529	45	416193	40 
Butler	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Butler	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	13758	54	611319	59 
Butler	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	11589	46	418095	41 
Butler	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Butler	Court of Appeals Judge- 06	David E. Bruns -  YES	17849	70	741207	72 
Butler	Court of Appeals Judge- 06	David E. Bruns - NO	7524	30	289276	28 
Butler	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Butler	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	13714	54	609239	59 
Butler	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	11613	46	418119	41 
Butler	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Butler	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	13800	55	619984	60 
Butler	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	11533	46	407733	40 
Butler	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Butler	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	17885	71	747292	73 
Butler	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	7369	29	281959	27 
Butler	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Butler	Constitutional Amendment	Constitutional Amendment -  YES	23317	87	914850	81 
Butler	Constitutional Amendment	Constitutional Amendment - NO	3584	13	210123	19 
Chase	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Chase	President / Vice President	i-Jill Stein	23	2	22698	2 
Chase	President / Vice President	D-Hillary Rodham Clinton	313	23	414788	36 
Chase	President / Vice President	L-Gary Johnson	42	3	53648	5 
Chase	President / Vice President	R-Donald J. Trump	964	72	656009	57 
Chase	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Chase	United States Senate	D-Patrick Wiesner	266	20	368672	32 
Chase	United States Senate	L-Robert D. Garrard	80	6	63428	6 
Chase	United States Senate	R-Jerry Moran	1007	74	716661	62 
Chase	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Chase	United States House of Representatives 001	i-Alan LaPolice	293	22	66218	26 
Chase	United States House of Representatives 001	L-Kerry Burt	95	7	18415	7 
Chase	United States House of Representatives 001	R-Roger Marshall	922	70	166051	66 
Chase	Kansas Senate 035	Candidate	CountyVotes	County	StateVotes	State 
Chase	Kansas Senate 035	D-Levi Morris	391	30	8375	29 
Chase	Kansas Senate 035	R-Richard Wilborn	932	70	20832	71 
Chase	Kansas House of Representatives 068	Candidate	CountyVotes	County	StateVotes	State 
Chase	Kansas House of Representatives 068	D-Laura Blevins	289	22	2238	29 
Chase	Kansas House of Representatives 068	R-Dave Baker	1039	78	5556	71 
Chase	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Chase	Supreme Court Justice- 01	Carol A. Beier -  YES	689	53	603487	56 
Chase	Supreme Court Justice- 01	Carol A. Beier - NO	620	47	471746	44 
Chase	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Chase	Supreme Court Justice- 02	Dan Biles -  YES	689	53	593419	56 
Chase	Supreme Court Justice- 02	Dan Biles - NO	618	47	475709	45 
Chase	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Chase	Supreme Court Justice- 03	Lawton R. Nuss -  YES	678	52	589756	55 
Chase	Supreme Court Justice- 03	Lawton R. Nuss - NO	624	48	477811	45 
Chase	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Chase	Supreme Court Justice- 05	Marla Luckert -  YES	684	52	596888	56 
Chase	Supreme Court Justice- 05	Marla Luckert - NO	622	48	469735	44 
Chase	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Chase	Supreme Court Justice- 07	Caleb Stegall -  YES	913	70	755545	71 
Chase	Supreme Court Justice- 07	Caleb Stegall - NO	388	30	310988	29 
Chase	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Chase	Court of Appeals Judge- 02	Steve Leben -  YES	704	56	617131	60 
Chase	Court of Appeals Judge- 02	Steve Leben - NO	547	44	416193	40 
Chase	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Chase	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	697	55	611319	59 
Chase	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	574	45	418095	41 
Chase	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Chase	Court of Appeals Judge- 06	David E. Bruns -  YES	856	69	741207	72 
Chase	Court of Appeals Judge- 06	David E. Bruns - NO	387	31	289276	28 
Chase	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Chase	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	688	54	609239	59 
Chase	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	581	46	418119	41 
Chase	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Chase	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	694	55	619984	60 
Chase	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	576	45	407733	40 
Chase	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Chase	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	904	71	747292	73 
Chase	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	368	29	281959	27 
Chase	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Chase	Constitutional Amendment	Constitutional Amendment -  YES	1160	80	914850	81 
Chase	Constitutional Amendment	Constitutional Amendment - NO	299	21	210123	19 
Chautauqua	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	President / Vice President	i-Jill Stein	27	2	22698	2 
Chautauqua	President / Vice President	D-Hillary Rodham Clinton	236	13	414788	36 
Chautauqua	President / Vice President	L-Gary Johnson	30	2	53648	5 
Chautauqua	President / Vice President	R-Donald J. Trump	1552	84	656009	57 
Chautauqua	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	United States Senate	D-Patrick Wiesner	245	14	368672	32 
Chautauqua	United States Senate	L-Robert D. Garrard	97	5	63428	6 
Chautauqua	United States Senate	R-Jerry Moran	1479	81	716661	62 
Chautauqua	United States House of Representatives 004	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	United States House of Representatives 004	i-Miranda Allen	116	6	18358	7 
Chautauqua	United States House of Representatives 004	D-Daniel B. Giroux	216	12	78822	29 
Chautauqua	United States House of Representatives 004	L-Gorden J. Bakken	41	2	7420	3 
Chautauqua	United States House of Representatives 004	R-Michael Pompeo	1449	80	163406	61 
Chautauqua	Kansas Senate 014	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Kansas Senate 014	D-Mark Pringle	405	23	7620	27 
Chautauqua	Kansas Senate 014	R-Bruce Givens	1380	77	20551	73 
Chautauqua	Kansas House of Representatives 012	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Kansas House of Representatives 012	D-Jean Kurtis Schodorf	545	30	2746	30 
Chautauqua	Kansas House of Representatives 012	R-Doug Blex	1282	70	6336	70 
Chautauqua	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Supreme Court Justice- 01	Carol A. Beier -  YES	681	40	603487	56 
Chautauqua	Supreme Court Justice- 01	Carol A. Beier - NO	1030	60	471746	44 
Chautauqua	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Supreme Court Justice- 02	Dan Biles -  YES	679	40	593419	56 
Chautauqua	Supreme Court Justice- 02	Dan Biles - NO	1021	60	475709	45 
Chautauqua	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Supreme Court Justice- 03	Lawton R. Nuss -  YES	676	40	589756	55 
Chautauqua	Supreme Court Justice- 03	Lawton R. Nuss - NO	1029	60	477811	45 
Chautauqua	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Supreme Court Justice- 05	Marla Luckert -  YES	684	40	596888	56 
Chautauqua	Supreme Court Justice- 05	Marla Luckert - NO	1018	60	469735	44 
Chautauqua	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Supreme Court Justice- 07	Caleb Stegall -  YES	1220	71	755545	71 
Chautauqua	Supreme Court Justice- 07	Caleb Stegall - NO	495	29	310988	29 
Chautauqua	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Court of Appeals Judge- 02	Steve Leben -  YES	767	47	617131	60 
Chautauqua	Court of Appeals Judge- 02	Steve Leben - NO	852	53	416193	40 
Chautauqua	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	753	46	611319	59 
Chautauqua	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	892	54	418095	41 
Chautauqua	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Court of Appeals Judge- 06	David E. Bruns -  YES	1104	67	741207	72 
Chautauqua	Court of Appeals Judge- 06	David E. Bruns - NO	543	33	289276	28 
Chautauqua	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	749	46	609239	59 
Chautauqua	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	881	54	418119	41 
Chautauqua	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	742	46	619984	60 
Chautauqua	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	883	54	407733	40 
Chautauqua	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1129	68	747292	73 
Chautauqua	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	521	32	281959	27 
Chautauqua	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Chautauqua	Constitutional Amendment	Constitutional Amendment -  YES	1609	90	914850	81 
Chautauqua	Constitutional Amendment	Constitutional Amendment - NO	178	10	210123	19 
Cherokee	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	President / Vice President	i-Jill Stein	123	2	22698	2 
Cherokee	President / Vice President	D-Hillary Rodham Clinton	1959	23	414788	36 
Cherokee	President / Vice President	L-Gary Johnson	287	3	53648	5 
Cherokee	President / Vice President	R-Donald J. Trump	6017	72	656009	57 
Cherokee	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	United States Senate	D-Patrick Wiesner	2110	25	368672	32 
Cherokee	United States Senate	L-Robert D. Garrard	434	5	63428	6 
Cherokee	United States Senate	R-Jerry Moran	5788	70	716661	62 
Cherokee	United States House of Representatives 002	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	United States House of Representatives 002	D-Britani Potter	1821	22	94561	33 
Cherokee	United States House of Representatives 002	L-James Houston Bales	479	6	18700	6 
Cherokee	United States House of Representatives 002	R-Lynn Jenkins	6092	73	177851	61 
Cherokee	Kansas Senate 013	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	Kansas Senate 013	D-Lynn D. Grant	2943	35	11963	44 
Cherokee	Kansas Senate 013	R-Jake LaTurner	5465	65	15330	56 
Cherokee	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	Supreme Court Justice- 01	Carol A. Beier -  YES	3565	45	603487	56 
Cherokee	Supreme Court Justice- 01	Carol A. Beier - NO	4282	55	471746	44 
Cherokee	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	Supreme Court Justice- 02	Dan Biles -  YES	3491	45	593419	56 
Cherokee	Supreme Court Justice- 02	Dan Biles - NO	4302	55	475709	45 
Cherokee	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	Supreme Court Justice- 03	Lawton R. Nuss -  YES	3450	44	589756	55 
Cherokee	Supreme Court Justice- 03	Lawton R. Nuss - NO	4344	56	477811	45 
Cherokee	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Cherokee	Supreme Court Justice- 05	Marla Luckert -  YES	3450	44	596888	56 
Cherokee	Supreme Court Justice- 05	Marla Luckert - NO	4318	56	469735	44 
