County	Contest	Candidate	CountyVotes	CountyPercent	StateVotes	StatePercent 
Lyon	Kansas House of Representatives 076	D-Teresa Briggs	1461	50	3323	36 
Lyon	Kansas House of Representatives 076	R-Eric L. Smith	1467	50	5832	64 
Lyon	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Supreme Court Justice- 01	Carol A. Beier -  YES	7007	62	603487	56 
Lyon	Supreme Court Justice- 01	Carol A. Beier - NO	4239	38	471746	44 
Lyon	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Supreme Court Justice- 02	Dan Biles -  YES	6861	62	593419	56 
Lyon	Supreme Court Justice- 02	Dan Biles - NO	4292	39	475709	45 
Lyon	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Supreme Court Justice- 03	Lawton R. Nuss -  YES	6818	61	589756	55 
Lyon	Supreme Court Justice- 03	Lawton R. Nuss - NO	4324	39	477811	45 
Lyon	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Supreme Court Justice- 05	Marla Luckert -  YES	6871	62	596888	56 
Lyon	Supreme Court Justice- 05	Marla Luckert - NO	4260	38	469735	44 
Lyon	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Supreme Court Justice- 07	Caleb Stegall -  YES	7868	71	755545	71 
Lyon	Supreme Court Justice- 07	Caleb Stegall - NO	3265	29	310988	29 
Lyon	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Court of Appeals Judge- 02	Steve Leben -  YES	6954	63	617131	60 
Lyon	Court of Appeals Judge- 02	Steve Leben - NO	4012	37	416193	40 
Lyon	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	6901	63	611319	59 
Lyon	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	4042	37	418095	41 
Lyon	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Court of Appeals Judge- 06	David E. Bruns -  YES	7991	73	741207	72 
Lyon	Court of Appeals Judge- 06	David E. Bruns - NO	2959	27	289276	28 
Lyon	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	6916	63	609239	59 
Lyon	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	3986	37	418119	41 
Lyon	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	6922	64	619984	60 
Lyon	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	3969	36	407733	40 
Lyon	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	8089	74	747292	73 
Lyon	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	2830	26	281959	27 
Lyon	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Lyon	Constitutional Amendment	Constitutional Amendment -  YES	9638	82	914850	81 
Lyon	Constitutional Amendment	Constitutional Amendment - NO	2173	18	210123	19 
Marion	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Marion	President / Vice President	i-Jill Stein	139	3	22698	2 
Marion	President / Vice President	D-Hillary Rodham Clinton	1177	22	414788	36 
Marion	President / Vice President	L-Gary Johnson	221	4	53648	5 
Marion	President / Vice President	R-Donald J. Trump	3928	72	656009	57 
Marion	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Marion	United States Senate	D-Patrick Wiesner	894	16	368672	32 
Marion	United States Senate	L-Robert D. Garrard	242	4	63428	6 
Marion	United States Senate	R-Jerry Moran	4405	80	716661	62 
Marion	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Marion	United States House of Representatives 001	i-Alan LaPolice	1202	22	66218	26 
Marion	United States House of Representatives 001	L-Kerry Burt	299	6	18415	7 
Marion	United States House of Representatives 001	R-Roger Marshall	3891	72	166051	66 
Marion	Kansas Senate 035	Candidate	CountyVotes	County	StateVotes	State 
Marion	Kansas Senate 035	D-Levi Morris	1411	26	8375	29 
Marion	Kansas Senate 035	R-Richard Wilborn	3983	74	20832	71 
Marion	Kansas House of Representatives 070	Candidate	CountyVotes	County	StateVotes	State 
Marion	Kansas House of Representatives 070	D-Jo Schwartz	716	33	3151	33 
Marion	Kansas House of Representatives 070	R-John E. Barker	1470	67	6273	67 
Marion	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Marion	Supreme Court Justice- 01	Carol A. Beier -  YES	2878	54	603487	56 
Marion	Supreme Court Justice- 01	Carol A. Beier - NO	2440	46	471746	44 
Marion	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Marion	Supreme Court Justice- 02	Dan Biles -  YES	2813	53	593419	56 
Marion	Supreme Court Justice- 02	Dan Biles - NO	2479	47	475709	45 
Marion	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Marion	Supreme Court Justice- 03	Lawton R. Nuss -  YES	2861	54	589756	55 
Marion	Supreme Court Justice- 03	Lawton R. Nuss - NO	2442	46	477811	45 
Marion	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Marion	Supreme Court Justice- 05	Marla Luckert -  YES	2833	54	596888	56 
Marion	Supreme Court Justice- 05	Marla Luckert - NO	2462	47	469735	44 
Marion	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Marion	Supreme Court Justice- 07	Caleb Stegall -  YES	3988	75	755545	71 
Marion	Supreme Court Justice- 07	Caleb Stegall - NO	1328	25	310988	29 
Marion	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Marion	Court of Appeals Judge- 02	Steve Leben -  YES	2976	58	617131	60 
Marion	Court of Appeals Judge- 02	Steve Leben - NO	2124	42	416193	40 
Marion	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Marion	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	2926	58	611319	59 
Marion	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	2150	42	418095	41 
Marion	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Marion	Court of Appeals Judge- 06	David E. Bruns -  YES	3832	75	741207	72 
Marion	Court of Appeals Judge- 06	David E. Bruns - NO	1253	25	289276	28 
Marion	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Marion	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	2919	58	609239	59 
Marion	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	2161	43	418119	41 
Marion	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Marion	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	2956	58	619984	60 
Marion	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	2117	42	407733	40 
Marion	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Marion	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	3890	77	747292	73 
Marion	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	1184	23	281959	27 
Marion	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Marion	Constitutional Amendment	Constitutional Amendment -  YES	4643	88	914850	81 
Marion	Constitutional Amendment	Constitutional Amendment - NO	656	12	210123	19 
Marshall	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Marshall	President / Vice President	i-Jill Stein	72	2	22698	2 
Marshall	President / Vice President	D-Hillary Rodham Clinton	1060	23	414788	36 
Marshall	President / Vice President	L-Gary Johnson	196	4	53648	5 
Marshall	President / Vice President	R-Donald J. Trump	3250	71	656009	57 
Marshall	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Marshall	United States Senate	D-Patrick Wiesner	854	19	368672	32 
Marshall	United States Senate	L-Robert D. Garrard	186	4	63428	6 
Marshall	United States Senate	R-Jerry Moran	3536	77	716661	62 
Marshall	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Marshall	United States House of Representatives 001	i-Alan LaPolice	588	29	66218	26 
Marshall	United States House of Representatives 001	L-Kerry Burt	104	5	18415	7 
Marshall	United States House of Representatives 001	R-Roger Marshall	1346	66	166051	66 
Marshall	United States House of Representatives 002	Candidate	CountyVotes	County	StateVotes	State 
Marshall	United States House of Representatives 002	D-Britani Potter	470	20	94561	33 
Marshall	United States House of Representatives 002	L-James Houston Bales	97	4	18700	6 
Marshall	United States House of Representatives 002	R-Lynn Jenkins	1831	76	177851	61 
Marshall	Kansas Senate 001	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Kansas Senate 001	D-Jerry Henry	581	34	12891	42 
Marshall	Kansas Senate 001	R-Dennis D. Pyle	1149	66	18055	58 
Marshall	Kansas Senate 036	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Kansas Senate 036	D-Brian G. Angevine	646	24	4616	15 
Marshall	Kansas Senate 036	R-Elaine S. Bowers	2040	76	26360	85 
Marshall	Kansas House of Representatives 106	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Kansas House of Representatives 106	D-Todd E. Frye	2505	55	4454	44 
Marshall	Kansas House of Representatives 106	R-Clay Aurand	2017	45	5727	56 
Marshall	Member, State Board of Education 006	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Member, State Board of Education 006	i-Aaron Estabrook	1757	44	39419	37 
Marshall	Member, State Board of Education 006	R-Deena L. Horst	2228	56	67619	63 
Marshall	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Supreme Court Justice- 01	Carol A. Beier -  YES	2484	60	603487	56 
Marshall	Supreme Court Justice- 01	Carol A. Beier - NO	1681	40	471746	44 
Marshall	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Supreme Court Justice- 02	Dan Biles -  YES	2426	59	593419	56 
Marshall	Supreme Court Justice- 02	Dan Biles - NO	1692	41	475709	45 
Marshall	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Supreme Court Justice- 03	Lawton R. Nuss -  YES	2438	59	589756	55 
Marshall	Supreme Court Justice- 03	Lawton R. Nuss - NO	1674	41	477811	45 
Marshall	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Supreme Court Justice- 05	Marla Luckert -  YES	2446	60	596888	56 
Marshall	Supreme Court Justice- 05	Marla Luckert - NO	1653	40	469735	44 
Marshall	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Supreme Court Justice- 07	Caleb Stegall -  YES	3166	76	755545	71 
Marshall	Supreme Court Justice- 07	Caleb Stegall - NO	979	24	310988	29 
Marshall	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Court of Appeals Judge- 02	Steve Leben -  YES	2455	62	617131	60 
Marshall	Court of Appeals Judge- 02	Steve Leben - NO	1510	38	416193	40 
Marshall	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	2364	61	611319	59 
Marshall	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	1539	39	418095	41 
Marshall	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Court of Appeals Judge- 06	David E. Bruns -  YES	3002	76	741207	72 
Marshall	Court of Appeals Judge- 06	David E. Bruns - NO	934	24	289276	28 
Marshall	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	2392	61	609239	59 
Marshall	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	1536	39	418119	41 
Marshall	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	2432	62	619984	60 
Marshall	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	1482	38	407733	40 
Marshall	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	3044	77	747292	73 
Marshall	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	912	23	281959	27 
Marshall	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Marshall	Constitutional Amendment	Constitutional Amendment -  YES	3700	87	914850	81 
Marshall	Constitutional Amendment	Constitutional Amendment - NO	541	13	210123	19 
McPherson	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
McPherson	President / Vice President	i-Jill Stein	287	2	22698	2 
McPherson	President / Vice President	D-Hillary Rodham Clinton	3183	26	414788	36 
McPherson	President / Vice President	L-Gary Johnson	566	5	53648	5 
McPherson	President / Vice President	R-Donald J. Trump	8407	68	656009	57 
McPherson	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
McPherson	United States Senate	D-Patrick Wiesner	2486	20	368672	32 
McPherson	United States Senate	L-Robert D. Garrard	601	5	63428	6 
McPherson	United States Senate	R-Jerry Moran	9491	76	716661	62 
McPherson	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
McPherson	United States House of Representatives 001	i-Alan LaPolice	3321	27	66218	26 
McPherson	United States House of Representatives 001	L-Kerry Burt	725	6	18415	7 
McPherson	United States House of Representatives 001	R-Roger Marshall	8206	67	166051	66 
McPherson	Kansas Senate 035	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Kansas Senate 035	D-Levi Morris	3232	26	8375	29 
McPherson	Kansas Senate 035	R-Richard Wilborn	9160	74	20832	71 
McPherson	Kansas House of Representatives 073	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Kansas House of Representatives 073	D-Terrance J. Krier	2929	31	2929	31 
McPherson	Kansas House of Representatives 073	R-Les Mason	6688	70	6688	70 
McPherson	Kansas House of Representatives 108	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Kansas House of Representatives 108	D-Kelley Menke	880	49	3052	32 
McPherson	Kansas House of Representatives 108	R-Steven Johnson	902	51	6507	68 
McPherson	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Supreme Court Justice- 01	Carol A. Beier -  YES	6596	55	603487	56 
McPherson	Supreme Court Justice- 01	Carol A. Beier - NO	5481	45	471746	44 
McPherson	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Supreme Court Justice- 02	Dan Biles -  YES	6588	55	593419	56 
McPherson	Supreme Court Justice- 02	Dan Biles - NO	5440	45	475709	45 
McPherson	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Supreme Court Justice- 03	Lawton R. Nuss -  YES	6555	54	589756	55 
McPherson	Supreme Court Justice- 03	Lawton R. Nuss - NO	5497	46	477811	45 
McPherson	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Supreme Court Justice- 05	Marla Luckert -  YES	6536	54	596888	56 
McPherson	Supreme Court Justice- 05	Marla Luckert - NO	5509	46	469735	44 
McPherson	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Supreme Court Justice- 07	Caleb Stegall -  YES	9008	75	755545	71 
McPherson	Supreme Court Justice- 07	Caleb Stegall - NO	3045	25	310988	29 
McPherson	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Court of Appeals Judge- 02	Steve Leben -  YES	6840	59	617131	60 
McPherson	Court of Appeals Judge- 02	Steve Leben - NO	4792	41	416193	40 
McPherson	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	6708	58	611319	59 
McPherson	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	4898	42	418095	41 
McPherson	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Court of Appeals Judge- 06	David E. Bruns -  YES	8741	75	741207	72 
McPherson	Court of Appeals Judge- 06	David E. Bruns - NO	2875	25	289276	28 
McPherson	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	6695	58	609239	59 
McPherson	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	4893	42	418119	41 
McPherson	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	6785	59	619984	60 
McPherson	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	4818	42	407733	40 
McPherson	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	8820	76	747292	73 
McPherson	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	2808	24	281959	27 
McPherson	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
McPherson	Constitutional Amendment	Constitutional Amendment -  YES	10596	86	914850	81 
McPherson	Constitutional Amendment	Constitutional Amendment - NO	1699	14	210123	19 
Meade	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Meade	President / Vice President	i-Jill Stein	18	1	22698	2 
Meade	President / Vice President	D-Hillary Rodham Clinton	206	12	414788	36 
Meade	President / Vice President	L-Gary Johnson	61	4	53648	5 
Meade	President / Vice President	R-Donald J. Trump	1390	83	656009	57 
Meade	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Meade	United States Senate	D-Patrick Wiesner	155	9	368672	32 
Meade	United States Senate	L-Robert D. Garrard	60	4	63428	6 
Meade	United States Senate	R-Jerry Moran	1466	87	716661	62 
Meade	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Meade	United States House of Representatives 001	i-Alan LaPolice	334	21	66218	26 
Meade	United States House of Representatives 001	L-Kerry Burt	99	6	18415	7 
Meade	United States House of Representatives 001	R-Roger Marshall	1188	73	166051	66 
Meade	Kansas Senate 038	Candidate	CountyVotes	County	StateVotes	State 
Meade	Kansas Senate 038	D-Miguel Angel Rodriguez	229	14	3875	24 
Meade	Kansas Senate 038	R-Bud Estes	1425	86	12518	76 
Meade	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Meade	Supreme Court Justice- 01	Carol A. Beier -  YES	687	43	603487	56 
Meade	Supreme Court Justice- 01	Carol A. Beier - NO	914	57	471746	44 
Meade	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Meade	Supreme Court Justice- 02	Dan Biles -  YES	673	42	593419	56 
Meade	Supreme Court Justice- 02	Dan Biles - NO	924	58	475709	45 
Meade	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Meade	Supreme Court Justice- 03	Lawton R. Nuss -  YES	677	42	589756	55 
Meade	Supreme Court Justice- 03	Lawton R. Nuss - NO	919	58	477811	45 
Meade	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Meade	Supreme Court Justice- 05	Marla Luckert -  YES	681	43	596888	56 
Meade	Supreme Court Justice- 05	Marla Luckert - NO	909	57	469735	44 
Meade	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Meade	Supreme Court Justice- 07	Caleb Stegall -  YES	1165	74	755545	71 
Meade	Supreme Court Justice- 07	Caleb Stegall - NO	419	27	310988	29 
Meade	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Meade	Court of Appeals Judge- 02	Steve Leben -  YES	759	49	617131	60 
Meade	Court of Appeals Judge- 02	Steve Leben - NO	800	51	416193	40 
Meade	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Meade	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	723	47	611319	59 
Meade	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	820	53	418095	41 
Meade	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Meade	Court of Appeals Judge- 06	David E. Bruns -  YES	1100	71	741207	72 
Meade	Court of Appeals Judge- 06	David E. Bruns - NO	450	29	289276	28 
Meade	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Meade	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	713	46	609239	59 
Meade	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	824	54	418119	41 
Meade	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Meade	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	721	47	619984	60 
Meade	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	818	53	407733	40 
Meade	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Meade	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1121	72	747292	73 
Meade	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	427	28	281959	27 
Meade	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Meade	Constitutional Amendment	Constitutional Amendment -  YES	1516	91	914850	81 
Meade	Constitutional Amendment	Constitutional Amendment - NO	148	9	210123	19 
Miami	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Miami	President / Vice President	i-Jill Stein	257	2	22698	2 
Miami	President / Vice President	D-Hillary Rodham Clinton	3949	27	414788	36 
Miami	President / Vice President	L-Gary Johnson	667	5	53648	5 
Miami	President / Vice President	R-Donald J. Trump	9839	67	656009	57 
Miami	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Miami	United States Senate	D-Patrick Wiesner	3730	25	368672	32 
Miami	United States Senate	L-Robert D. Garrard	704	5	63428	6 
Miami	United States Senate	R-Jerry Moran	10282	70	716661	62 
Miami	United States House of Representatives 002	Candidate	CountyVotes	County	StateVotes	State 
Miami	United States House of Representatives 002	D-Britani Potter	2202	25	94561	33 
Miami	United States House of Representatives 002	L-James Houston Bales	416	5	18700	6 
Miami	United States House of Representatives 002	R-Lynn Jenkins	6371	71	177851	61 
Miami	United States House of Representatives 003	Candidate	CountyVotes	County	StateVotes	State 
Miami	United States House of Representatives 003	D-Jay Sidie	1427	25	135778	41 
Miami	United States House of Representatives 003	L-Steven A. Hohe	387	7	26897	8 
Miami	United States House of Representatives 003	R-Kevin Yoder	3916	68	171647	51 
Miami	Kansas Senate 012	Candidate	CountyVotes	County	StateVotes	State 
Miami	Kansas Senate 012	D-Christopher B. Johnston	881	31	6750	27 
Miami	Kansas Senate 012	R-Caryn Tyson	2000	69	18576	73 
Miami	Kansas Senate 037	Candidate	CountyVotes	County	StateVotes	State 
Miami	Kansas Senate 037	D-Kevin King	3036	26	11461	32 
Miami	Kansas Senate 037	R-Molly Baumgardner	8467	74	24477	68 
Miami	Kansas House of Representatives 005	Candidate	CountyVotes	County	StateVotes	State 
Miami	Kansas House of Representatives 005	D-Doug Walker	1209	51	3708	41 
Miami	Kansas House of Representatives 005	R-Kevin Jones	1183	50	5399	59 
Miami	Kansas House of Representatives 006	Candidate	CountyVotes	County	StateVotes	State 
Miami	Kansas House of Representatives 006	D-Christy C. Levings	4435	41	4435	41 
Miami	Kansas House of Representatives 006	R-Jene Vickrey	6297	59	6297	59 
Miami	Kansas House of Representatives 026	Candidate	CountyVotes	County	StateVotes	State 
Miami	Kansas House of Representatives 026	D-Cheron Tiffany	436	28	3847	33 
Miami	Kansas House of Representatives 026	R-Larry L. Campbell	1125	72	7897	67 
Miami	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Miami	Supreme Court Justice- 01	Carol A. Beier -  YES	6703	49	603487	56 
Miami	Supreme Court Justice- 01	Carol A. Beier - NO	7073	51	471746	44 
Miami	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Miami	Supreme Court Justice- 02	Dan Biles -  YES	6488	48	593419	56 
Miami	Supreme Court Justice- 02	Dan Biles - NO	7142	52	475709	45 
Miami	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Miami	Supreme Court Justice- 03	Lawton R. Nuss -  YES	6403	47	589756	55 
Miami	Supreme Court Justice- 03	Lawton R. Nuss - NO	7156	53	477811	45 
Miami	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Miami	Supreme Court Justice- 05	Marla Luckert -  YES	6496	48	596888	56 
Miami	Supreme Court Justice- 05	Marla Luckert - NO	7039	52	469735	44 
Miami	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Miami	Supreme Court Justice- 07	Caleb Stegall -  YES	8782	65	755545	71 
Miami	Supreme Court Justice- 07	Caleb Stegall - NO	4747	35	310988	29 
Miami	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Miami	Court of Appeals Judge- 02	Steve Leben -  YES	6859	51	617131	60 
Miami	Court of Appeals Judge- 02	Steve Leben - NO	6506	49	416193	40 
Miami	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Miami	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	6823	51	611319	59 
Miami	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	6493	49	418095	41 
Miami	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Miami	Court of Appeals Judge- 06	David E. Bruns -  YES	8450	63	741207	72 
Miami	Court of Appeals Judge- 06	David E. Bruns - NO	4875	37	289276	28 
Miami	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Miami	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	6802	51	609239	59 
Miami	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	6511	49	418119	41 
Miami	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Miami	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	6882	52	619984	60 
Miami	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	6439	48	407733	40 
Miami	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Miami	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	8645	65	747292	73 
Miami	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	4703	35	281959	27 
Miami	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Miami	Constitutional Amendment	Constitutional Amendment -  YES	12696	87	914850	81 
Miami	Constitutional Amendment	Constitutional Amendment - NO	1885	13	210123	19 
Mitchell	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Mitchell	President / Vice President	i-Jill Stein	53	2	22698	2 
Mitchell	President / Vice President	D-Hillary Rodham Clinton	469	17	414788	36 
Mitchell	President / Vice President	L-Gary Johnson	86	3	53648	5 
Mitchell	President / Vice President	R-Donald J. Trump	2216	79	656009	57 
Mitchell	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Mitchell	United States Senate	D-Patrick Wiesner	327	12	368672	32 
Mitchell	United States Senate	L-Robert D. Garrard	107	4	63428	6 
Mitchell	United States Senate	R-Jerry Moran	2411	85	716661	62 
Mitchell	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Mitchell	United States House of Representatives 001	i-Alan LaPolice	665	24	66218	26 
Mitchell	United States House of Representatives 001	L-Kerry Burt	92	3	18415	7 
Mitchell	United States House of Representatives 001	R-Roger Marshall	2036	73	166051	66 
Mitchell	Kansas Senate 036	Candidate	CountyVotes	County	StateVotes	State 
Mitchell	Kansas Senate 036	D-Brian G. Angevine	275	10	4616	15 
Mitchell	Kansas Senate 036	R-Elaine S. Bowers	2529	90	26360	85 
Mitchell	Member, State Board of Education 006	Candidate	CountyVotes	County	StateVotes	State 
